58,59,-0.078125
58,38,-0.046875
103,50,-0.03125
113,64,-0.17188
150,49,-0.20312
240,69,-0.125
218,35,-0.10938
209,61,-0.10938
240,49,-0.14062
283,27,-0.125
298,43,-0.125
314,31,-0.0625
333,43,-0.046875
249,140,-0.1875
240,129,-0.09375
324,115,-0.078125
354,171,-0.14062
29,43,-0.046875
86,10,-0.09375
74,36,-0.09375
40,155,-0.0625
65,163,-0.0625
72,186,-0.09375
51,182,-0.078125
46,209,-0.078125
62,214,-0.078125
78,206,-0.078125
99,202,-0.078125
101,174,-0.078125
115,183,-0.09375
124,202,-0.09375
116,226,-0.078125
87,229,-0.10938
28,223,-0.0625
12,191,-0.0625
32,193,-0.0625
152,206,-0.10938
135,218,-0.078125
66,233,-0.0625
291,227,-0.03125
265,227,-0.125
266,222,-0.125
268,205,-0.23438
279,231,-0.078125
216,217,-0.10938
199,215,-0.14062
206,227,-0.10938
187,226,-0.10938
147,237,-0.125
131,224,-0.10938
176,199,-0.125
345,236,-0.046875
285,202,-0.125
264,200,-0.20312
59,232,-0.046875
93,227,-0.10938
350,201,-0.0625
328,219,-0.125
141,198,-0.125
64,200,-0.0625
10,107,-0.26562
19,116,-0.29688
150,174,-0.35938
164,165,-0.35938
239,203,-0.29688
220,189,-0.3125
234,196,-0.29688
255,218,-0.28125
254,204,-0.28125
271,218,-0.23438
194,212,-0.29688
177,205,-0.34375
32,217,-0.28125
22,224,-0.26562
39,233,-0.26562
51,218,-0.26562
57,235,-0.26562
169,203,-0.35938
152,166,-0.375
20,214,-0.28125
31,221,-0.26562
49,217,-0.23438
65,203,-0.26562
98,194,-0.29688
82,215,-0.28125
77,196,-0.28125
61,224,-0.26562
227,228,-0.34375
241,232,-0.32812
217,216,-0.29688
148,233,-0.17188
177,229,-0.1875
169,214,-0.20312
144,207,-0.17188
161,177,-0.125
175,177,-0.14062
328,172,-0.14062
313,154,-0.125
326,153,-0.14062
124,225,-0.09375
