243,140,0.26562
252,137,0.23438
264,138,0.14062
260,126,0.21875
251,125,0.20312
242,118,0.35938
249,115,0.20312
258,113,0.25
256,97,0.20312
247,103,0.20312
243,90,0.28125
250,87,0.20312
256,80,0.17188
249,72,0.23438
239,74,0.39062
237,55,0.35938
247,58,0.25
256,59,0.17188
251,43,0.23438
242,45,0.26562
238,24,0.375
245,29,0.21875
251,24,0.26562
247,17,0.29688
93,11,0.10938
103,16,0.1875
97,23,0.078125
104,29,0.17188
98,38,0.10938
104,51,0.21875
99,55,0.046875
104,81,0.09375
105,70,0.078125
97,68,0.09375
106,90,0.03125
100,97,0.015625
102,104,0.015625
110,107,0
107,126,0.015625
102,121,0.015625
109,121,0.015625
100,136,0.03125
109,141,0.20312
119,144,0.20312
159,13,0.34375
171,17,0.42188
163,29,0.29688
175,36,0.375
177,52,0.42188
160,46,0.29688
168,66,0.29688
181,81,0.375
166,89,0.28125
165,78,0.28125
176,112,0.29688
179,133,0.25
218,161,0.4375
239,163,0.46875
229,187,0.46875
222,207,0.46875
208,113,0.45312
224,122,0.29688
240,128,0.3125
238,98,0.25
224,85,0.40625
226,61,0.46875
227,48,0.45312
240,69,0.46875
249,64,0.39062
253,27,0.26562
255,6,0.29688
230,8,0.45312
47,169,0.375
57,157,0.39062
47,154,0.375
47,133,0.40625
56,142,0.42188
55,124,0.45312
49,105,0.39062
61,112,0.42188
48,93,0.40625
49,78,0.34375
37,65,0.39062
49,60,0.375
135,108,0.3125
133,135,0.375
115,162,0.34375
117,150,0.3125
153,95,0.35938
159,105,0.375
166,89,0.35938
159,77,0.28125
161,57,0.3125
174,61,0.45312
186,53,0.4375
174,44,0.32812
177,25,0.375
